age,race,gender,education,occupation,decision
53,Black,Male,Some-college,Craft-repair,0
52,White,Female,HS-grad,Adm-clerical,0
29,White,Male,HS-grad,Craft-repair,0
32,White,Male,HS-grad,Craft-repair,1
48,White,Female,Bachelors,Prof-specialty,1
30,White,Male,Some-college,Craft-repair,0
34,White,Male,HS-grad,Other-service,0
19,White,Male,Some-college,?,0
39,White,Male,HS-grad,Prof-specialty,0
28,White,Male,11th,Handlers-cleaners,0
17,White,Female,12th,Sales,0
54,White,Female,Bachelors,Prof-specialty,0
24,White,Male,Some-college,Sales,0
25,White,Female,HS-grad,Exec-managerial,0
25,White,Female,11th,Other-service,0
48,White,Female,Some-college,Exec-managerial,1
24,White,Female,Bachelors,Sales,0
31,Asian-Pac-Islander,Male,Some-college,Sales,0
47,White,Male,Some-college,Craft-repair,1
45,White,Male,Bachelors,Exec-managerial,1
19,White,Female,Some-college,Adm-clerical,0
52,White,Male,Some-college,Sales,1
52,White,Male,HS-grad,Adm-clerical,0
19,Asian-Pac-Islander,Female,HS-grad,?,0
60,White,Male,HS-grad,Transport-moving,0
43,White,Male,Masters,Prof-specialty,1
24,White,Female,Assoc-acdm,Other-service,0
20,White,Female,Some-college,?,0
51,White,Female,HS-grad,Adm-clerical,0
38,White,Male,9th,Craft-repair,0
21,White,Female,Some-college,Adm-clerical,0
40,White,Male,HS-grad,Adm-clerical,1
54,White,Female,Some-college,Exec-managerial,0
35,White,Male,Bachelors,Other-service,0
52,Black,Male,11th,Machine-op-inspct,0
53,White,Male,HS-grad,Exec-managerial,1
56,Black,Female,Some-college,?,0
35,Black,Male,HS-grad,Craft-repair,0
43,White,Female,Some-college,Sales,0
29,White,Male,Bachelors,Craft-repair,0
29,Amer-Indian-Eskimo,Male,HS-grad,Transport-moving,0
27,White,Female,HS-grad,Other-service,0
58,White,Male,Bachelors,Adm-clerical,0
64,White,Male,HS-grad,Handlers-cleaners,0
53,Black,Female,HS-grad,Adm-clerical,0
21,White,Female,HS-grad,Adm-clerical,0
40,White,Male,Assoc-acdm,Exec-managerial,0
52,White,Male,Doctorate,Prof-specialty,1
38,White,Male,Assoc-voc,Tech-support,0
40,White,Female,Some-college,?,0
39,White,Male,HS-grad,Exec-managerial,0
56,White,Female,Masters,?,1
68,White,Male,Doctorate,Prof-specialty,1
24,White,Male,HS-grad,Sales,0
40,White,Male,Prof-school,Prof-specialty,1
43,Black,Male,Prof-school,Prof-specialty,1
38,White,Female,Bachelors,Exec-managerial,0
45,White,Male,HS-grad,Sales,1
18,White,Male,11th,Machine-op-inspct,0
57,White,Male,Masters,Exec-managerial,1
49,Black,Female,HS-grad,Other-service,0
25,White,Female,Some-college,Exec-managerial,0
52,White,Male,Some-college,Adm-clerical,0
56,White,Male,10th,Craft-repair,0
26,White,Male,Some-college,Sales,0
19,White,Female,HS-grad,Craft-repair,0
25,Asian-Pac-Islander,Female,Bachelors,Adm-clerical,0
25,White,Female,HS-grad,Adm-clerical,0
21,White,Male,HS-grad,Sales,0
48,White,Male,7th-8th,Craft-repair,0
33,White,Male,Masters,Prof-specialty,0
31,Other,Male,HS-grad,Protective-serv,0
26,White,Male,HS-grad,Farming-fishing,0
37,White,Male,Bachelors,Prof-specialty,0
29,White,Female,Some-college,?,0
20,White,Male,Some-college,Other-service,0
28,Other,Male,Some-college,Sales,0
49,White,Female,HS-grad,Adm-clerical,0
73,White,Male,10th,?,0
49,White,Male,Masters,Exec-managerial,1
51,White,Female,Some-college,Prof-specialty,1
40,White,Male,Some-college,Sales,0
24,White,Female,Assoc-voc,Machine-op-inspct,0
18,White,Male,12th,Sales,0
41,Black,Male,10th,Transport-moving,1
46,White,Male,HS-grad,Adm-clerical,1
46,White,Female,HS-grad,Adm-clerical,0
64,White,Male,10th,Transport-moving,1
50,White,Male,Prof-school,Prof-specialty,1
53,White,Male,Masters,Prof-specialty,1
21,White,Male,HS-grad,Craft-repair,0
22,White,Male,Some-college,Other-service,0
37,White,Female,Bachelors,Exec-managerial,1
39,White,Male,Prof-school,Prof-specialty,1
30,Asian-Pac-Islander,Male,Bachelors,Sales,0
25,White,Male,Bachelors,Prof-specialty,0
26,Black,Female,Some-college,Exec-managerial,0
43,White,Male,Bachelors,Sales,0
59,White,Female,HS-grad,Adm-clerical,0
27,White,Female,HS-grad,Adm-clerical,0
55,Black,Male,10th,Craft-repair,1
20,White,Male,Some-college,Other-service,0
25,White,Female,Assoc-voc,Prof-specialty,0
28,White,Male,Assoc-acdm,Other-service,0
29,White,Male,Bachelors,Sales,0
60,White,Male,11th,Sales,1
37,White,Female,Bachelors,Prof-specialty,1
25,White,Female,11th,Sales,0
27,White,Male,Some-college,Craft-repair,0
50,White,Male,Bachelors,Exec-managerial,1
41,White,Male,Some-college,Farming-fishing,0
46,White,Male,7th-8th,Craft-repair,0
35,Black,Female,Assoc-voc,Other-service,0
21,White,Male,Some-college,?,0
35,White,Female,11th,?,0
40,Black,Male,HS-grad,Handlers-cleaners,0
49,White,Male,Bachelors,Exec-managerial,1
29,White,Female,Bachelors,Prof-specialty,0
43,White,Female,Bachelors,Prof-specialty,0
39,Black,Male,Assoc-acdm,Transport-moving,0
35,White,Male,HS-grad,Handlers-cleaners,0
52,White,Male,Some-college,Machine-op-inspct,0
25,Black,Male,Some-college,Handlers-cleaners,0
20,White,Female,HS-grad,Machine-op-inspct,0
46,White,Female,Some-college,Other-service,0
24,White,Male,Bachelors,Exec-managerial,0
29,Asian-Pac-Islander,Male,Bachelors,Craft-repair,0
21,White,Male,Some-college,Other-service,0
37,White,Female,Bachelors,Exec-managerial,0
43,White,Male,HS-grad,Adm-clerical,0
19,White,Female,HS-grad,Adm-clerical,0
47,White,Male,HS-grad,Sales,0
61,White,Male,HS-grad,Transport-moving,1
21,White,Male,Assoc-acdm,?,0
35,White,Male,HS-grad,Other-service,0
60,Black,Male,10th,Handlers-cleaners,0
27,White,Female,Some-college,Adm-clerical,0
57,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,0
56,White,Male,1st-4th,Craft-repair,0
27,White,Female,HS-grad,Exec-managerial,0
47,Black,Female,7th-8th,Machine-op-inspct,0
19,White,Male,HS-grad,Other-service,0
28,White,Female,12th,Other-service,0
43,White,Male,10th,Adm-clerical,0
63,White,Female,Some-college,Exec-managerial,0
22,White,Male,Some-college,?,0
25,Asian-Pac-Islander,Female,HS-grad,Handlers-cleaners,0
35,White,Male,HS-grad,Machine-op-inspct,1
20,White,Female,HS-grad,Handlers-cleaners,0
48,White,Male,10th,Sales,0
30,Black,Female,Bachelors,Prof-specialty,0
31,White,Male,Bachelors,Prof-specialty,1
20,Asian-Pac-Islander,Female,HS-grad,Sales,0
57,White,Male,Masters,Prof-specialty,1
41,White,Female,Assoc-voc,Adm-clerical,1
33,White,Female,HS-grad,Adm-clerical,0
27,White,Male,Assoc-voc,Farming-fishing,0
34,White,Male,HS-grad,Farming-fishing,1
22,White,Male,10th,Craft-repair,0
50,Black,Female,Assoc-acdm,Exec-managerial,1
40,White,Male,Bachelors,Prof-specialty,1
37,White,Male,HS-grad,Craft-repair,0
40,White,Male,Assoc-acdm,?,0
53,White,Male,Masters,Exec-managerial,1
38,White,Male,Some-college,Machine-op-inspct,1
25,White,Male,HS-grad,Prof-specialty,0
51,Black,Male,HS-grad,Craft-repair,0
22,Black,Male,12th,?,0
18,White,Male,Some-college,Other-service,0
41,White,Male,11th,Handlers-cleaners,1
33,White,Female,HS-grad,Adm-clerical,0
33,White,Female,Bachelors,Sales,0
67,White,Male,Some-college,Transport-moving,0
47,White,Male,HS-grad,Exec-managerial,1
24,White,Male,Some-college,Machine-op-inspct,0
32,White,Male,7th-8th,Other-service,0
29,White,Female,HS-grad,Other-service,0
25,White,Male,Assoc-voc,Sales,0
33,White,Female,Some-college,Adm-clerical,0
55,White,Male,Bachelors,Craft-repair,0
31,White,Male,Some-college,Sales,1
32,White,Male,Masters,Prof-specialty,0
18,White,Male,HS-grad,Protective-serv,0
36,White,Female,HS-grad,Adm-clerical,0
58,White,Female,HS-grad,Adm-clerical,0
34,White,Male,Masters,Exec-managerial,1
19,White,Male,11th,Handlers-cleaners,0
21,Black,Female,HS-grad,Adm-clerical,0
36,White,Male,HS-grad,Farming-fishing,0
37,Black,Female,Bachelors,Prof-specialty,1
43,Black,Female,HS-grad,Machine-op-inspct,0
52,White,Male,Bachelors,Protective-serv,0
48,White,Female,Assoc-voc,Other-service,0
43,White,Female,Some-college,Prof-specialty,0
22,White,Male,HS-grad,Other-service,0
57,White,Male,5th-6th,Transport-moving,0
37,White,Female,Assoc-acdm,Adm-clerical,0
39,Asian-Pac-Islander,Female,Some-college,Sales,0
54,White,Male,Some-college,Sales,1
27,White,Male,Assoc-acdm,Other-service,0
21,White,Female,HS-grad,Adm-clerical,0
65,White,Female,Some-college,Adm-clerical,0
30,White,Female,Some-college,Other-service,0
22,White,Female,9th,Machine-op-inspct,0
26,White,Male,Bachelors,Sales,0
25,White,Male,11th,Craft-repair,0
35,White,Female,Assoc-voc,?,1
47,White,Male,Assoc-voc,Exec-managerial,1
23,White,Male,Assoc-acdm,Other-service,0
42,Black,Male,HS-grad,Sales,1
39,Asian-Pac-Islander,Male,Some-college,Craft-repair,0
55,White,Male,Doctorate,Exec-managerial,1
24,Asian-Pac-Islander,Female,Masters,Prof-specialty,0
46,White,Male,Bachelors,Machine-op-inspct,1
53,White,Male,HS-grad,Craft-repair,1
44,Black,Female,11th,Other-service,0
40,Black,Female,HS-grad,Transport-moving,0
48,White,Male,Some-college,Craft-repair,1
26,White,Female,Assoc-voc,Adm-clerical,0
22,White,Female,HS-grad,Sales,0
35,White,Female,HS-grad,?,0
20,White,Female,Some-college,?,0
43,White,Female,HS-grad,Exec-managerial,0
37,White,Female,HS-grad,Other-service,0
30,Asian-Pac-Islander,Male,HS-grad,Craft-repair,0
41,Amer-Indian-Eskimo,Male,HS-grad,Sales,0
38,White,Male,Prof-school,Prof-specialty,1
77,Black,Male,9th,?,0
42,White,Male,HS-grad,Farming-fishing,0
20,Black,Male,HS-grad,Transport-moving,0
36,White,Female,Bachelors,Adm-clerical,0
32,Asian-Pac-Islander,Male,Assoc-voc,Prof-specialty,0
27,White,Male,Bachelors,Exec-managerial,1
25,White,Male,Some-college,Protective-serv,0
40,White,Male,Masters,Exec-managerial,0
18,White,Male,11th,?,0
49,White,Male,Bachelors,Exec-managerial,1
17,White,Female,11th,Other-service,0
29,White,Female,HS-grad,Sales,0
47,Asian-Pac-Islander,Male,Prof-school,Prof-specialty,1
24,White,Male,Some-college,Handlers-cleaners,0
58,White,Male,7th-8th,?,0
29,White,Male,HS-grad,Craft-repair,0
45,White,Female,Some-college,Adm-clerical,1
30,White,Male,12th,Craft-repair,0
19,White,Male,Some-college,Adm-clerical,0
59,White,Male,10th,Transport-moving,1
47,White,Female,7th-8th,Other-service,0
41,Black,Male,Some-college,Tech-support,0
28,White,Male,Assoc-acdm,Prof-specialty,0
46,White,Male,Assoc-acdm,Craft-repair,1
40,White,Male,Some-college,Craft-repair,0
66,Black,Female,10th,Other-service,0
30,Black,Male,Bachelors,Prof-specialty,1
44,White,Male,Some-college,Craft-repair,0
58,White,Male,HS-grad,Exec-managerial,1
21,White,Male,7th-8th,Other-service,0
59,Black,Female,9th,Other-service,0
35,White,Male,Some-college,Other-service,0
45,Black,Male,9th,Adm-clerical,1
30,White,Male,HS-grad,Transport-moving,0
33,Black,Male,HS-grad,Handlers-cleaners,0
26,White,Female,Some-college,Sales,0
48,Black,Female,Some-college,Sales,0
31,Asian-Pac-Islander,Female,HS-grad,Sales,0
36,White,Male,HS-grad,Exec-managerial,0
48,White,Female,HS-grad,Prof-specialty,0
30,White,Male,HS-grad,Craft-repair,0
33,White,Male,HS-grad,Handlers-cleaners,1
19,White,Female,9th,?,0
37,Black,Female,Assoc-acdm,Prof-specialty,1
53,White,Male,Bachelors,Exec-managerial,1
18,White,Female,Some-college,Other-service,0
38,White,Male,Some-college,Transport-moving,1
34,White,Male,Some-college,Other-service,0
45,White,Male,Bachelors,Sales,1
33,White,Male,Assoc-voc,Prof-specialty,0
35,White,Female,Assoc-voc,Craft-repair,0
22,Black,Male,HS-grad,Handlers-cleaners,0
35,White,Female,HS-grad,Other-service,0
45,Amer-Indian-Eskimo,Male,HS-grad,Prof-specialty,0
17,White,Male,11th,Farming-fishing,0
50,White,Male,HS-grad,Exec-managerial,0
38,White,Male,Bachelors,Prof-specialty,1
33,White,Male,Some-college,Craft-repair,1
46,White,Male,HS-grad,Sales,0
25,White,Female,Bachelors,Sales,0
64,White,Male,HS-grad,Craft-repair,0
62,White,Male,Some-college,Exec-managerial,0
32,White,Male,HS-grad,Tech-support,1
17,White,Male,11th,Sales,0
61,White,Male,HS-grad,Craft-repair,0
40,Black,Female,Doctorate,Prof-specialty,0
21,White,Female,HS-grad,Exec-managerial,0
39,White,Male,Bachelors,Exec-managerial,1
35,White,Male,Some-college,Exec-managerial,0
29,White,Male,Assoc-voc,Prof-specialty,0
27,Black,Male,Assoc-acdm,Transport-moving,0
20,White,Female,Assoc-acdm,Adm-clerical,0
34,White,Female,Some-college,?,1
51,White,Male,Masters,Prof-specialty,0
45,Black,Female,HS-grad,Machine-op-inspct,0
20,White,Female,Some-college,?,0
31,White,Male,Some-college,Craft-repair,0
29,Black,Male,HS-grad,Tech-support,0
56,White,Male,Bachelors,Adm-clerical,0
55,White,Female,Some-college,Tech-support,1
26,White,Male,Some-college,Tech-support,0
46,White,Male,Some-college,Craft-repair,1
32,White,Male,HS-grad,Other-service,0
28,White,Male,HS-grad,Sales,0
27,White,Male,7th-8th,Other-service,0
23,White,Male,9th,Craft-repair,0
59,White,Male,10th,Craft-repair,0
26,Other,Male,12th,Craft-repair,0
36,White,Male,10th,Handlers-cleaners,0
18,White,Female,HS-grad,Sales,0
33,White,Male,9th,Handlers-cleaners,0
60,White,Female,Assoc-voc,Transport-moving,1
40,White,Female,HS-grad,Machine-op-inspct,0
48,White,Male,HS-grad,Farming-fishing,0
27,White,Male,10th,Craft-repair,0
19,White,Male,Some-college,Other-service,0
38,White,Male,Bachelors,Prof-specialty,1
26,White,Male,Some-college,Craft-repair,0
45,White,Male,Assoc-voc,Protective-serv,0
20,White,Female,Some-college,Adm-clerical,0
32,White,Male,HS-grad,Craft-repair,0
22,White,Female,Some-college,Handlers-cleaners,0
22,White,Male,HS-grad,Adm-clerical,0
38,Black,Female,HS-grad,Other-service,0
34,White,Male,HS-grad,Craft-repair,1
46,Other,Female,1st-4th,Other-service,0
39,White,Female,Bachelors,Exec-managerial,0
79,White,Female,HS-grad,Other-service,0
60,White,Male,Bachelors,?,1
24,White,Male,HS-grad,Sales,0
31,White,Male,Some-college,Craft-repair,0
37,Asian-Pac-Islander,Male,Bachelors,Sales,0
23,White,Male,HS-grad,Craft-repair,0
31,White,Male,Some-college,Transport-moving,0
29,White,Male,Bachelors,Prof-specialty,1
22,White,Female,Bachelors,Prof-specialty,0
69,White,Female,Some-college,?,0
55,White,Female,HS-grad,Other-service,0
43,White,Male,HS-grad,Craft-repair,0
23,Other,Male,7th-8th,Farming-fishing,0
29,White,Male,HS-grad,Adm-clerical,0
22,White,Female,Assoc-voc,Other-service,0
22,White,Male,Some-college,Sales,0
25,White,Male,HS-grad,Exec-managerial,1
29,White,Male,Some-college,Machine-op-inspct,0
25,Black,Male,Some-college,Transport-moving,0
33,White,Female,HS-grad,Exec-managerial,0
33,White,Male,Bachelors,Prof-specialty,1
31,White,Female,Doctorate,Prof-specialty,0
30,White,Male,Masters,Prof-specialty,1
55,White,Male,Bachelors,Sales,0
36,White,Male,12th,Exec-managerial,0
47,White,Female,HS-grad,?,0
28,White,Male,Bachelors,Sales,1
42,White,Male,Masters,Prof-specialty,1
51,White,Male,Assoc-acdm,Exec-managerial,0
62,Black,Female,Bachelors,Prof-specialty,0
65,White,Male,Some-college,Sales,1
23,White,Male,Bachelors,Prof-specialty,0
60,White,Male,HS-grad,?,0
47,Black,Male,7th-8th,Craft-repair,1
50,White,Female,HS-grad,Exec-managerial,0
70,White,Male,Bachelors,?,0
32,White,Male,Bachelors,Craft-repair,0
37,White,Male,Some-college,Machine-op-inspct,0
31,White,Male,HS-grad,Craft-repair,1
76,Black,Female,10th,Sales,0
54,Black,Female,Bachelors,Sales,0
32,White,Male,Bachelors,Prof-specialty,1
31,White,Female,Some-college,Adm-clerical,0
31,White,Male,Bachelors,Protective-serv,1
65,White,Male,Prof-school,Prof-specialty,0
30,White,Male,HS-grad,Machine-op-inspct,1
63,White,Male,HS-grad,?,0
21,White,Female,Some-college,Prof-specialty,0
40,Asian-Pac-Islander,Male,Masters,Tech-support,1
26,White,Female,Some-college,Craft-repair,0
18,White,Female,11th,Other-service,0
34,White,Male,HS-grad,Other-service,0
66,White,Female,Some-college,Other-service,1
44,White,Male,Some-college,Farming-fishing,0
30,White,Female,Assoc-acdm,Tech-support,0
36,White,Male,Bachelors,Craft-repair,0
31,White,Male,Some-college,Prof-specialty,1
22,White,Male,Some-college,Sales,0
28,White,Male,7th-8th,?,0
23,Asian-Pac-Islander,Male,HS-grad,Sales,0
49,White,Male,Masters,Exec-managerial,1
39,White,Male,Bachelors,Craft-repair,0
67,White,Male,Bachelors,?,1
19,White,Male,Some-college,Handlers-cleaners,0
30,White,Male,Assoc-acdm,Exec-managerial,1
25,Asian-Pac-Islander,Female,Some-college,Craft-repair,0
24,Asian-Pac-Islander,Male,HS-grad,Transport-moving,0
46,White,Male,HS-grad,Machine-op-inspct,0
37,White,Male,Masters,Prof-specialty,0
41,White,Male,HS-grad,Other-service,0
40,White,Male,Some-college,Prof-specialty,0
44,White,Female,HS-grad,Adm-clerical,0
32,White,Male,HS-grad,Machine-op-inspct,0
58,Black,Male,HS-grad,Handlers-cleaners,1
48,White,Male,HS-grad,Machine-op-inspct,0
34,White,Male,Bachelors,Exec-managerial,0
29,Black,Female,Assoc-voc,Adm-clerical,0
46,White,Male,Bachelors,Sales,1
36,Asian-Pac-Islander,Male,HS-grad,Transport-moving,0
59,White,Male,Bachelors,Adm-clerical,0
29,White,Male,12th,Transport-moving,0
50,White,Male,Masters,?,0
25,White,Male,HS-grad,Machine-op-inspct,0
27,Asian-Pac-Islander,Female,Assoc-acdm,Other-service,0
48,White,Male,HS-grad,Farming-fishing,0
51,White,Female,Doctorate,Prof-specialty,1
36,White,Male,HS-grad,Transport-moving,1
42,White,Male,11th,Sales,1
49,White,Male,Bachelors,Adm-clerical,1
33,White,Male,Some-college,Tech-support,0
40,White,Male,Bachelors,Sales,1
26,White,Female,Bachelors,Prof-specialty,0
69,White,Female,HS-grad,?,1
59,White,Male,HS-grad,Machine-op-inspct,0
30,White,Female,HS-grad,Adm-clerical,0
31,White,Female,Assoc-acdm,Adm-clerical,0
30,White,Male,Bachelors,Exec-managerial,1
27,White,Female,Bachelors,Exec-managerial,0
20,White,Female,Some-college,?,0
56,White,Female,Assoc-acdm,Adm-clerical,0
24,White,Male,HS-grad,Machine-op-inspct,0
47,White,Female,Bachelors,Sales,0
51,Black,Male,Bachelors,Prof-specialty,0
34,White,Male,HS-grad,Craft-repair,0
47,Black,Male,HS-grad,Other-service,0
47,White,Male,Some-college,Adm-clerical,1
20,Asian-Pac-Islander,Female,Some-college,Adm-clerical,0
34,White,Male,HS-grad,Craft-repair,1
31,White,Female,11th,Other-service,0
42,White,Female,Assoc-voc,Other-service,0
52,White,Male,5th-6th,Craft-repair,0
56,White,Female,HS-grad,Adm-clerical,0
53,White,Male,HS-grad,Craft-repair,1
26,White,Male,Some-college,Sales,1
81,White,Female,Some-college,Adm-clerical,0
28,Black,Female,10th,?,0
57,White,Male,Some-college,Prof-specialty,1
34,White,Female,HS-grad,Adm-clerical,0
31,White,Male,10th,?,0
24,Black,Female,Assoc-voc,Tech-support,0
20,White,Male,HS-grad,Other-service,0
68,Black,Female,Some-college,Adm-clerical,0
60,White,Female,HS-grad,Sales,0
37,White,Male,Some-college,Craft-repair,0
25,White,Male,7th-8th,Handlers-cleaners,0
36,White,Male,HS-grad,Adm-clerical,0
45,White,Male,Assoc-acdm,Craft-repair,0
34,White,Male,Some-college,Exec-managerial,1
31,White,Female,Bachelors,Exec-managerial,0
47,White,Male,Bachelors,Farming-fishing,0
60,White,Male,HS-grad,Craft-repair,1
75,White,Male,Bachelors,Exec-managerial,0
43,White,Male,Some-college,Protective-serv,0
18,White,Male,HS-grad,Handlers-cleaners,0
25,Asian-Pac-Islander,Female,Bachelors,Tech-support,0
20,White,Female,HS-grad,Adm-clerical,0
32,White,Female,HS-grad,Sales,0
57,White,Male,Bachelors,Exec-managerial,0
43,White,Male,Some-college,Transport-moving,1
18,White,Male,HS-grad,Farming-fishing,0
41,Black,Female,Bachelors,Prof-specialty,0
48,White,Male,HS-grad,Machine-op-inspct,0
35,White,Male,HS-grad,Transport-moving,1
41,White,Male,Assoc-voc,Exec-managerial,0
23,Black,Female,HS-grad,Craft-repair,0
32,White,Male,Bachelors,Protective-serv,1
33,White,Male,HS-grad,Craft-repair,0
58,White,Male,HS-grad,Machine-op-inspct,0
22,White,Male,Some-college,Sales,0
33,White,Female,Some-college,Other-service,0
42,White,Male,Prof-school,Prof-specialty,1
25,White,Female,HS-grad,Adm-clerical,0
39,White,Male,HS-grad,Prof-specialty,1
35,White,Male,Bachelors,Sales,1
50,White,Female,Some-college,Adm-clerical,1
49,White,Male,Masters,Exec-managerial,1
25,White,Male,Bachelors,Prof-specialty,0
47,Black,Female,Some-college,Adm-clerical,0
46,White,Female,Some-college,Exec-managerial,1
42,Black,Male,Assoc-acdm,Prof-specialty,0
37,White,Male,11th,Transport-moving,1
25,White,Male,Bachelors,Craft-repair,0
29,White,Male,10th,Craft-repair,0
26,White,Male,Some-college,Sales,0
26,White,Female,Some-college,?,0
45,White,Male,Bachelors,Exec-managerial,1
34,White,Female,HS-grad,Exec-managerial,0
33,Black,Female,Assoc-acdm,Adm-clerical,0
43,White,Male,Bachelors,Exec-managerial,1
28,White,Male,HS-grad,Craft-repair,0
51,White,Male,Some-college,Farming-fishing,0
21,White,Female,Some-college,Other-service,0
23,White,Female,Assoc-acdm,Other-service,0
30,White,Female,HS-grad,Tech-support,0
46,White,Male,Masters,Exec-managerial,1
38,White,Male,HS-grad,Farming-fishing,0
20,White,Male,HS-grad,Sales,0
36,White,Male,Bachelors,Prof-specialty,1
37,White,Male,Prof-school,Prof-specialty,1
44,White,Male,Masters,Prof-specialty,0
33,White,Male,HS-grad,Craft-repair,1
45,White,Male,Bachelors,Exec-managerial,0
47,White,Male,Some-college,Craft-repair,0
54,Asian-Pac-Islander,Male,HS-grad,Craft-repair,1
17,White,Male,10th,Other-service,0
43,White,Female,HS-grad,Exec-managerial,1
45,White,Female,Bachelors,Prof-specialty,1
37,White,Female,Some-college,Adm-clerical,0
44,White,Male,Assoc-voc,Craft-repair,1
55,White,Female,Masters,Prof-specialty,0
41,White,Male,HS-grad,Machine-op-inspct,0
23,White,Female,Bachelors,Adm-clerical,0
38,Black,Female,Some-college,Adm-clerical,0
23,White,Female,Bachelors,Handlers-cleaners,0
35,White,Male,HS-grad,Craft-repair,1
18,White,Male,11th,Exec-managerial,0
47,White,Male,Assoc-voc,Other-service,0
25,White,Female,Some-college,Prof-specialty,0
41,White,Male,HS-grad,Exec-managerial,0
23,Asian-Pac-Islander,Female,Some-college,Adm-clerical,0
41,White,Female,HS-grad,Adm-clerical,0
26,White,Male,Some-college,Exec-managerial,0
30,White,Male,Some-college,Adm-clerical,0
42,White,Male,Some-college,Sales,1
35,White,Female,HS-grad,Exec-managerial,0
28,White,Male,Bachelors,?,0
29,White,Female,Some-college,Tech-support,0
21,White,Female,Some-college,Adm-clerical,0
48,White,Male,Masters,Prof-specialty,1
44,White,Male,HS-grad,Transport-moving,0
34,White,Male,9th,Other-service,0
19,White,Female,HS-grad,Other-service,0
32,White,Male,Some-college,Craft-repair,1
31,Black,Female,Assoc-acdm,Other-service,0
25,White,Male,HS-grad,Handlers-cleaners,0
47,Black,Male,HS-grad,Adm-clerical,1
46,White,Female,11th,Adm-clerical,0
18,White,Male,12th,Adm-clerical,0
31,White,Female,Some-college,Adm-clerical,0
28,White,Female,HS-grad,Adm-clerical,0
38,White,Male,HS-grad,Machine-op-inspct,1
33,White,Male,HS-grad,Craft-repair,1
17,White,Female,10th,?,0
41,White,Male,Assoc-voc,Exec-managerial,1
46,White,Male,Some-college,Sales,1
38,White,Male,Some-college,Prof-specialty,0
24,White,Male,Bachelors,Sales,0
49,White,Male,HS-grad,Machine-op-inspct,1
60,Amer-Indian-Eskimo,Female,Some-college,Prof-specialty,0
44,White,Male,Bachelors,Sales,1
63,White,Male,Assoc-voc,Exec-managerial,1
40,White,Male,HS-grad,Sales,1
45,White,Male,Some-college,Exec-managerial,1
49,White,Male,Some-college,Adm-clerical,1
36,White,Female,HS-grad,Sales,0
65,White,Male,HS-grad,Other-service,0
41,White,Male,Bachelors,Exec-managerial,0
25,White,Female,Masters,Other-service,0
20,White,Female,Some-college,?,0
60,White,Male,Assoc-voc,Adm-clerical,0
17,White,Female,11th,Prof-specialty,0
28,White,Female,Assoc-acdm,Exec-managerial,1
31,Other,Male,Assoc-acdm,Craft-repair,0
47,White,Female,Masters,Prof-specialty,0
45,White,Male,Some-college,Transport-moving,0
51,White,Male,Bachelors,Prof-specialty,0
23,Black,Male,HS-grad,Machine-op-inspct,0
44,White,Female,Masters,Exec-managerial,1
34,White,Male,HS-grad,Exec-managerial,0
19,White,Male,Some-college,Prof-specialty,0
51,White,Male,HS-grad,?,1
46,White,Male,HS-grad,Transport-moving,0
30,Asian-Pac-Islander,Male,Doctorate,Prof-specialty,1
37,White,Male,10th,Farming-fishing,0
56,White,Male,Prof-school,Prof-specialty,1
29,White,Male,HS-grad,Adm-clerical,0
46,White,Male,Masters,Craft-repair,1
55,White,Male,HS-grad,Craft-repair,0
45,White,Male,Bachelors,Sales,1
34,White,Male,HS-grad,Handlers-cleaners,0
45,Black,Male,9th,?,0
41,White,Male,Bachelors,Adm-clerical,0
22,White,Male,Some-college,?,0
34,White,Male,Prof-school,Prof-specialty,1
27,Black,Male,HS-grad,Craft-repair,0
29,Black,Male,Some-college,Handlers-cleaners,0
19,White,Female,12th,Other-service,0
47,White,Male,Bachelors,Prof-specialty,0
43,White,Male,Some-college,Exec-managerial,1
52,Black,Female,Assoc-voc,Exec-managerial,0
33,White,Male,Assoc-acdm,Sales,0
29,White,Male,9th,Transport-moving,0
23,White,Male,HS-grad,Handlers-cleaners,0
23,White,Male,Some-college,Exec-managerial,0
39,White,Male,Bachelors,Exec-managerial,0
43,White,Female,5th-6th,Machine-op-inspct,0
31,White,Male,HS-grad,Craft-repair,1
47,White,Male,HS-grad,Craft-repair,1
26,White,Male,HS-grad,Adm-clerical,0
58,White,Female,Some-college,Prof-specialty,0
47,White,Male,Prof-school,Prof-specialty,1
55,White,Female,Bachelors,Tech-support,0
26,White,Female,HS-grad,Exec-managerial,0
28,White,Female,HS-grad,Machine-op-inspct,0
36,Black,Male,HS-grad,Craft-repair,0
40,White,Male,HS-grad,Sales,0
19,White,Male,11th,Other-service,0
63,White,Male,Bachelors,Sales,1
42,White,Male,Bachelors,Transport-moving,0
76,White,Male,9th,Protective-serv,0
23,White,Female,Assoc-voc,Tech-support,0
38,White,Male,5th-6th,Transport-moving,0
33,Asian-Pac-Islander,Male,Masters,Prof-specialty,0
48,White,Male,Masters,Prof-specialty,1
56,White,Male,Some-college,Transport-moving,1
32,Black,Male,HS-grad,Machine-op-inspct,0
44,White,Female,Some-college,Prof-specialty,0
27,Black,Female,HS-grad,Adm-clerical,0
33,White,Male,Some-college,Exec-managerial,0
22,White,Male,5th-6th,Handlers-cleaners,0
18,White,Female,Some-college,?,0
